time,open,high,low,close,volume
2022-07-20 20:00:00,753.2,753.68,752.66,753.3,61756
2022-07-20 19:45:00,752.94,753.68,752.49,753.4,35842
2022-07-20 19:30:00,753.55,753.77,752.48,752.66,39632
2022-07-20 19:15:00,753.5,755.5,751.85,753.15,108747
2022-07-20 19:00:00,748.0,753.8,747.2,753.6,147262
2022-07-20 18:45:00,748.16,749.69,747.98,748.0,57476
2022-07-20 18:30:00,748.52,749.8,747.5,748.43,62611
2022-07-20 18:15:00,750.65,750.65,746.26,748.5,93261
2022-07-20 18:00:00,751.0,752.5,748.99,750.53,124231
2022-07-20 17:45:00,747.5,756.84,747.4,751.4,307506
2022-07-20 17:30:00,743.9,747.99,742.01,747.0,137613
2022-07-20 17:15:00,744.2,747.5,742.5,743.96,162768
2022-07-20 17:00:00,744.48,749.73,743.0,744.65,324366
2022-07-20 16:45:00,754.69,754.69,736.18,743.08,751637
2022-07-20 16:30:00,760.0,762.75,742.5,754.5,744839
2022-07-20 16:15:00,742.5,778.0,739.5,759.39,1698980
2022-07-20 16:00:00,744.28,745.4,741.2,742.2801,1364290
2022-07-20 15:45:00,746.12,746.3,742.5401,744.375,742439
2022-07-20 15:30:00,744.13,746.6899,743.79,746.1292,728517
2022-07-20 15:15:00,742.5741,745.2917,741.78,744.1807,534334
2022-07-20 15:00:00,744.4,744.56,740.04,742.52,462115
2022-07-20 14:45:00,741.6533,745.7,741.33,744.38,499561
2022-07-20 14:30:00,740.6525,743.1499,739.2001,741.8471,394290
2022-07-20 14:15:00,738.25,742.12,738.25,740.6625,417285
2022-07-20 14:00:00,741.97,742.69,738.29,738.3,380438
2022-07-20 13:45:00,739.225,742.4999,738.5501,741.9999,462232
2022-07-20 13:30:00,738.34,740.29,737.07,739.27,730159
2022-07-20 13:15:00,742.62,743.0599,738.25,738.5,544120
2022-07-20 13:00:00,741.31,743.7599,738.36,742.93,809911
2022-07-20 12:45:00,744.35,746.87,741.18,741.5499,475969
2022-07-20 12:30:00,747.19,747.77,744.3101,744.4025,516363
2022-07-20 12:15:00,744.33,748.98,743.79,747.06,607721
2022-07-20 12:00:00,745.99,747.7499,744.21,744.54,528608
2022-07-20 11:45:00,743.5206,746.78,743.0493,745.97,655124
2022-07-20 11:30:00,744.19,744.4499,740.09,743.605,841847
2022-07-20 11:15:00,747.535,747.58,742.98,744.14,802134
2022-07-20 11:00:00,748.4999,750.1,746.61,747.5664,1346614
2022-07-20 10:45:00,742.4075,748.5,741.01,748.356,1112423
2022-07-20 10:30:00,740.35,743.28,736.53,742.4,1266296
2022-07-20 10:15:00,733.84,740.8,730.449,740.5299,1894293
2022-07-20 10:00:00,746.5826,748.63,732.15,733.84,2246620
2022-07-20 09:45:00,740.35,751.99,739.5,746.78,2893751
2022-07-20 09:30:00,738.0,741.5,737.87,741.03,72766
2022-07-20 09:15:00,740.15,740.32,737.0109,737.7,97920
2022-07-20 09:00:00,740.49,741.8,740.21,740.2282,45023
2022-07-20 08:45:00,741.52,742.3,740.11,740.2502,47415
2022-07-20 08:30:00,744.5,744.5,740.6258,741.8,321052
2022-07-20 08:15:00,744.052,751.9988,741.549,744.25,73605
2022-07-20 08:00:00,743.08,743.39,742.45,743.0,7325
2022-07-20 07:45:00,744.0,744.0,743.0,743.33,9467
2022-07-20 07:30:00,742.5,744.89,742.33,744.22,15062
2022-07-20 07:15:00,743.5,744.0,741.5,743.1,24337
2022-07-20 07:00:00,741.6,743.0,741.49,743.0,11700
2022-07-20 06:45:00,743.99,743.99,741.04,742.23,15800
2022-07-20 06:30:00,745.5,747.0,744.01,744.01,9994
2022-07-20 06:15:00,749.0,749.14,745.0,745.0,14412
2022-07-20 06:00:00,750.01,750.16,748.25,749.58,13880
2022-07-20 05:45:00,750.35,750.35,750.11,750.11,1898
2022-07-20 05:30:00,750.0,750.5,750.0,750.5,9650
2022-07-20 05:15:00,750.85,751.1,750.0,750.15,16523
2022-07-20 05:00:00,750.2,750.76,750.0,750.71,18770
2022-07-20 04:45:00,750.5,750.8,750.16,750.21,10722
2022-07-20 04:30:00,750.56,751.0,750.0,750.6,28089
2022-07-20 04:15:00,741.19,752.52,740.1,750.59,91323
2022-07-19 20:00:00,741.0,741.5,740.74,741.44,14566
2022-07-19 19:45:00,741.41,741.69,740.6,740.7,10498
2022-07-19 19:30:00,741.69,741.69,741.05,741.39,4383
2022-07-19 19:15:00,741.52,741.9,741.05,741.31,4970
2022-07-19 19:00:00,741.4,741.4,740.56,741.2,6977
2022-07-19 18:45:00,740.5,741.63,740.26,741.45,10240
2022-07-19 18:30:00,742.02,742.02,741.0,741.0,10906
2022-07-19 18:15:00,743.1,743.1,742.0,742.0,21058
2022-07-19 18:00:00,743.38,743.69,743.1,743.28,19454
2022-07-19 17:45:00,741.6474,743.39,741.6474,743.1,33838
2022-07-19 17:30:00,740.08,742.49,739.88,742.0,30739
2022-07-19 17:15:00,741.19,742.0,739.91,739.95,33406
2022-07-19 17:00:00,739.36,741.42,739.2514,741.29,37311
2022-07-19 16:45:00,739.45,739.88,739.3,739.37,15908
2022-07-19 16:30:00,738.05,739.87,736.59,739.4,70419
2022-07-19 16:15:00,736.59,739.371,735.5161,738.4014,172689
2022-07-19 16:00:00,735.85,737.72,734.31,736.5,1334555
2022-07-19 15:45:00,736.21,736.67,734.68,735.93,838368
2022-07-19 15:30:00,739.2808,740.47,736.1,736.21,1060721
