time,open,high,low,close,volume
2022-07-20 20:00:00,166.1,166.1,166.1,166.1,204
2022-07-20 19:45:00,166.34,166.34,166.34,166.34,165
2022-07-20 18:45:00,166.0,166.0,166.0,166.0,166
2022-07-20 18:30:00,166.22,166.22,166.22,166.22,114
2022-07-20 17:30:00,166.36,166.44,166.36,166.44,780
2022-07-20 17:15:00,166.36,166.36,166.36,166.36,200
2022-07-20 17:00:00,166.2,166.21,166.2,166.21,700
2022-07-20 16:45:00,166.21,166.21,166.21,166.21,237
2022-07-20 16:30:00,166.16,166.16,166.01,166.01,1121
2022-07-20 16:15:00,166.89,166.89,166.5,166.5,118454
2022-07-20 16:00:00,166.72,167.12,166.6,166.87,237577
2022-07-20 15:45:00,167.3682,167.3682,166.04,166.721,124073
2022-07-20 15:30:00,167.23,167.68,167.19,167.4099,55810
2022-07-20 15:15:00,166.15,167.37,166.13,167.24,50441
2022-07-20 15:00:00,166.03,166.37,165.77,166.17,40675
2022-07-20 14:45:00,165.72,166.1964,165.66,166.01,41794
2022-07-20 14:30:00,165.1424,165.9694,165.0193,165.745,38031
2022-07-20 14:15:00,164.74,165.4,164.7,165.16,31663
2022-07-20 14:00:00,165.455,165.5,164.6,164.745,41779
2022-07-20 13:45:00,165.17,165.8399,164.98,165.45,41820
2022-07-20 13:30:00,164.6,165.25,163.92,165.1795,55455
2022-07-20 13:15:00,165.895,166.0,164.09,164.54,113104
2022-07-20 13:00:00,166.04,166.26,165.46,165.95,65047
2022-07-20 12:45:00,166.97,167.67,165.8168,166.14,62606
2022-07-20 12:30:00,167.89,168.0593,166.9167,166.98,75590
2022-07-20 12:15:00,167.35,167.9,167.18,167.9,81302
2022-07-20 12:00:00,167.7005,167.81,167.05,167.28,49769
2022-07-20 11:45:00,167.59,167.88,166.55,167.6401,82423
2022-07-20 11:30:00,167.27,167.84,167.084,167.62,70033
2022-07-20 11:15:00,169.69,169.69,167.3438,167.3438,107080
2022-07-20 11:00:00,168.85,170.24,168.48,169.6811,122452
2022-07-20 10:45:00,169.1827,169.95,168.22,168.7,125335
2022-07-20 10:30:00,170.03,170.03,168.68,169.1,86185
2022-07-20 10:15:00,168.845,170.26,168.01,169.86,138089
2022-07-20 10:00:00,170.8978,172.51,168.61,168.975,217468
2022-07-20 09:45:00,167.0,171.16,166.7786,170.9199,269311
2022-07-20 09:30:00,166.8299,167.01,166.32,167.01,1837
2022-07-20 09:15:00,166.35,166.4,166.35,166.4,1439
2022-07-20 08:45:00,166.6,166.66,166.08,166.08,818
2022-07-20 08:15:00,166.0196,168.81,165.8,166.3,2714
2022-07-20 08:00:00,165.8,165.8,165.8,165.8,148
2022-07-20 07:30:00,166.02,166.02,165.81,165.81,1230
2022-07-20 06:45:00,166.01,166.01,166.0,166.0,328
2022-07-20 04:30:00,166.01,166.01,166.01,166.01,141
2022-07-19 20:00:00,166.83,166.83,166.83,166.83,200
2022-07-19 19:45:00,167.14,167.5,167.14,167.5,733
2022-07-19 19:30:00,167.24,167.24,167.24,167.24,131
2022-07-19 18:15:00,167.18,167.18,167.15,167.15,278
2022-07-19 17:45:00,167.2,167.4,167.2,167.4,724
2022-07-19 17:15:00,167.15,167.15,167.15,167.15,106
2022-07-19 16:30:00,167.14,167.25,167.14,167.2,726
2022-07-19 16:15:00,167.14,167.14,166.5,167.14,64465
2022-07-19 16:00:00,167.53,167.71,167.02,167.14,295209
2022-07-19 15:45:00,166.79,167.53,166.67,167.47,106039
2022-07-19 15:30:00,166.905,167.69,166.73,166.76,116435
2022-07-19 15:15:00,166.42,166.999,166.0,166.8789,57496
2022-07-19 15:00:00,166.785,166.85,166.0801,166.35,48477
2022-07-19 14:45:00,167.02,167.2199,166.59,166.83,42427
2022-07-19 14:30:00,167.12,167.4,166.7501,166.93,43690
2022-07-19 14:15:00,167.12,167.51,167.06,167.19,45341
2022-07-19 14:00:00,166.98,167.39,166.8619,167.18,32883
2022-07-19 13:45:00,166.3944,167.31,166.2098,166.99,47896
2022-07-19 13:30:00,166.5,166.7723,166.23,166.41,36118
2022-07-19 13:15:00,166.4,166.84,166.2101,166.52,29615
2022-07-19 13:00:00,166.035,166.56,165.85,166.47,54767
2022-07-19 12:45:00,167.39,167.6,165.6285,166.0,85626
2022-07-19 12:30:00,167.32,167.5,166.92,167.44,39888
2022-07-19 12:15:00,167.5419,167.97,166.89,167.325,75534
2022-07-19 12:00:00,167.7,167.77,166.725,167.4914,76328
2022-07-19 11:45:00,167.375,167.98,167.0,167.75,73638
2022-07-19 11:30:00,167.35,167.55,166.08,167.36,114573
2022-07-19 11:15:00,166.71,167.71,166.48,167.3905,136118
2022-07-19 11:00:00,166.0,167.38,165.51,166.58,139493
2022-07-19 10:45:00,164.89,166.17,164.54,165.84,157223
2022-07-19 10:30:00,162.36,164.9999,162.0,164.91,153095
2022-07-19 10:15:00,164.98,165.17,162.15,162.39,138690
2022-07-19 10:00:00,162.03,165.3899,161.27,165.12,179779
2022-07-19 09:45:00,166.76,166.76,161.68,162.03,267790
2022-07-19 09:30:00,163.91,166.25,163.91,166.0,5220
2022-07-19 09:00:00,163.2,163.2,163.2,163.2,1484
2022-07-19 08:45:00,162.55,163.09,162.55,163.09,433
2022-07-19 08:30:00,163.6676,163.6676,162.51,162.51,286
2022-07-19 08:15:00,163.9,164.2499,162.0,163.69,15269
2022-07-19 08:00:00,164.25,164.25,164.25,164.25,753
2022-07-19 07:45:00,164.25,164.25,164.25,164.25,100
2022-07-19 07:15:00,163.4,163.44,163.4,163.4,766
2022-07-19 06:00:00,163.4,163.4,163.4,163.4,125
2022-07-19 04:15:00,163.0,163.18,163.0,163.18,366
2022-07-18 20:00:00,163.4,163.44,163.3,163.44,767
2022-07-18 19:45:00,163.18,163.18,163.18,163.18,140
2022-07-18 19:15:00,163.13,163.13,163.13,163.13,254
2022-07-18 19:00:00,163.13,163.13,163.13,163.13,102
2022-07-18 18:30:00,163.24,163.24,163.24,163.24,100
2022-07-18 18:15:00,163.25,163.25,163.25,163.25,171
2022-07-18 17:45:00,163.1153,163.1153,163.11,163.11,400
2022-07-18 17:30:00,163.05,163.1101,163.05,163.1101,450
2022-07-18 17:15:00,163.3,163.4,163.3,163.4,638
2022-07-18 17:00:00,163.3,163.3,163.3,163.3,100
2022-07-18 16:45:00,163.3,163.3,163.25,163.25,507
2022-07-18 16:30:00,163.0,163.4,163.0,163.4,662
2022-07-18 16:15:00,163.4,163.4,163.2,163.2,16256
2022-07-18 16:00:00,162.79,163.88,162.57,163.37,239717
2022-07-18 15:45:00,163.12,163.48,162.56,162.8,93603
2022-07-18 15:30:00,163.6356,164.1203,163.11,163.17,51762
2022-07-18 15:15:00,163.815,163.83,162.96,163.6,144069
2022-07-18 15:00:00,164.42,164.5,163.28,163.71,60621
2022-07-18 14:45:00,164.9701,165.53,164.5,164.52,47571
2022-07-18 14:30:00,165.13,165.72,164.95,165.02,38917
2022-07-18 14:15:00,164.8,165.3,164.43,165.08,51443
2022-07-18 14:00:00,165.68,165.97,164.22,164.9,82938
2022-07-18 13:45:00,166.33,166.65,165.59,165.6916,59390
2022-07-18 13:30:00,166.09,166.24,165.5,166.24,60593
2022-07-18 13:15:00,166.1412,166.2,165.54,165.97,35382
2022-07-18 13:00:00,167.2049,167.24,165.59,166.0995,150508
2022-07-18 12:45:00,167.5105,167.5105,166.57,167.15,52664
2022-07-18 12:30:00,167.0,167.71,166.9,167.5,73391
2022-07-18 12:15:00,166.35,167.24,166.3,166.885,54333
2022-07-18 12:00:00,166.03,166.96,165.54,166.24,72307
2022-07-18 11:45:00,165.82,166.29,165.37,166.09,103803
2022-07-18 11:30:00,165.5,165.99,164.5,165.79,136268
2022-07-18 11:15:00,167.15,167.15,165.3501,165.48,139523
2022-07-18 11:00:00,167.545,167.66,166.17,167.05,160252
2022-07-18 10:45:00,167.255,168.38,166.89,167.6199,145570
2022-07-18 10:30:00,166.785,167.78,166.4,167.24,113752
2022-07-18 10:15:00,168.37,168.79,165.78,167.01,250586
2022-07-18 10:00:00,168.09,169.39,167.55,168.51,178608
2022-07-18 09:45:00,169.11,172.73,167.25,168.0107,614625
2022-07-18 09:30:00,168.8,169.36,168.8,169.32,1454
2022-07-18 09:15:00,169.05,169.05,168.44,168.44,3371
2022-07-18 09:00:00,169.05,169.34,169.05,169.34,652
2022-07-18 08:45:00,168.43,169.18,168.43,169.18,4472
2022-07-18 08:30:00,170.0,170.01,168.6,168.6,2930
2022-07-18 08:15:00,169.0,170.6411,168.5,170.6411,9063
2022-07-18 08:00:00,168.76,169.0,168.75,168.75,1960
2022-07-18 07:45:00,168.91,169.0,168.91,169.0,320
2022-07-18 07:15:00,168.64,169.18,168.44,168.44,5995
2022-07-18 06:45:00,168.51,168.97,168.01,168.01,1941
