time,open,high,low,close,volume
2022-07-22 19:15:00,128.07,128.07,128.07,128.07,100
2022-07-22 19:00:00,128.16,128.16,128.16,128.16,200
2022-07-22 18:45:00,128.17,128.17,128.17,128.17,510
2022-07-22 17:45:00,128.16,128.16,128.16,128.16,350
2022-07-22 17:30:00,128.14,128.15,128.01,128.15,1850
2022-07-22 17:15:00,128.14,128.17,128.14,128.17,451
2022-07-22 17:00:00,128.1,128.1,128.0,128.0,2953
2022-07-22 16:45:00,128.1812,128.25,128.1812,128.24,4537
2022-07-22 16:30:00,128.15,128.15,128.08,128.08,2141
2022-07-22 16:15:00,128.25,128.25,128.05,128.25,73458
2022-07-22 16:00:00,127.73,128.32,127.51,128.27,757167
2022-07-22 15:45:00,127.76,127.85,127.58,127.72,221255
2022-07-22 15:30:00,127.73,127.75,127.54,127.74,177513
2022-07-22 15:15:00,127.43,127.73,127.38,127.73,134366
2022-07-22 15:00:00,127.29,127.5923,127.28,127.43,164071
2022-07-22 14:45:00,127.53,127.56,127.2637,127.29,148919
2022-07-22 14:30:00,127.31,127.57,127.31,127.55,100414
2022-07-22 14:15:00,127.64,127.67,127.23,127.32,108494
2022-07-22 14:00:00,127.4895,127.66,127.41,127.65,84706
2022-07-22 13:45:00,127.31,127.53,127.21,127.49,94793
2022-07-22 13:30:00,127.58,127.66,127.21,127.31,151919
2022-07-22 13:15:00,127.62,127.71,127.43,127.58,160892
2022-07-22 13:00:00,127.55,127.81,127.53,127.6037,110984
2022-07-22 12:45:00,127.65,127.71,127.402,127.55,140588
2022-07-22 12:30:00,127.19,127.73,127.18,127.65,244849
2022-07-22 12:15:00,127.25,127.38,126.94,127.185,196460
2022-07-22 12:00:00,126.84,127.39,126.81,127.24,234891
2022-07-22 11:45:00,126.44,126.865,126.3341,126.85,195071
2022-07-22 11:30:00,126.5337,126.555,126.26,126.45,111134
2022-07-22 11:15:00,126.36,126.66,126.24,126.53,155744
2022-07-22 11:00:00,126.6,126.73,126.35,126.38,289402
2022-07-22 10:45:00,126.53,126.78,126.36,126.6219,195535
2022-07-22 10:30:00,126.74,126.9199,126.51,126.545,174034
2022-07-22 10:15:00,126.1237,126.77,125.97,126.72,325403
2022-07-22 10:00:00,126.495,126.6799,126.08,126.13,338485
2022-07-22 09:45:00,127.03,127.1,125.71,126.45,578428
2022-07-22 09:30:00,127.15,127.3488,127.1,127.1,18841
2022-07-22 09:15:00,127.11,127.18,127.09,127.18,11632
2022-07-22 09:00:00,127.1,127.14,127.1,127.1382,11206
2022-07-22 08:45:00,126.8,127.0001,126.8,127.0001,1635
2022-07-22 08:30:00,126.72,126.99,126.72,126.75,2215
2022-07-22 08:15:00,126.75,126.89,126.55,126.73,11386
2022-07-22 08:00:00,126.7,126.7,126.61,126.7,706
2022-07-22 07:45:00,126.76,126.76,126.76,126.76,484
2022-07-22 06:15:00,126.93,126.93,126.93,126.93,170
2022-07-22 05:45:00,126.44,126.44,126.44,126.44,125
2022-07-21 19:45:00,126.52,126.78,126.52,126.78,637
2022-07-21 19:30:00,126.7,126.7,126.51,126.51,389
2022-07-21 19:15:00,126.75,126.75,126.75,126.75,121
2022-07-21 19:00:00,126.75,126.75,126.75,126.75,183
2022-07-21 18:30:00,126.65,126.67,126.65,126.66,507
2022-07-21 18:15:00,126.65,126.66,126.5,126.5,2226
2022-07-21 17:45:00,126.56,126.61,126.56,126.61,1491
2022-07-21 17:30:00,126.68,126.73,126.6,126.6,1639
2022-07-21 17:15:00,126.74,126.75,126.65,126.65,2046
2022-07-21 17:00:00,126.84,126.84,126.7,126.73,2261
2022-07-21 16:45:00,126.6,126.8873,126.55,126.79,3963
2022-07-21 16:30:00,126.93,126.93,126.5,126.6032,7631
2022-07-21 16:15:00,127.15,127.15,126.88,126.93,108112
2022-07-21 16:00:00,126.9,127.16,126.67,127.15,1011475
2022-07-21 15:45:00,126.93,127.085,126.78,126.905,346780
2022-07-21 15:30:00,126.9,127.04,126.72,126.935,299839
